0.537054937543,537.054937543 
1.05724532415,520.190386603 
1.59334129958,536.095975429 
2.12684793454,533.506634964 
2.65413211503,527.28418049 
3.15422179174,500.08967671 
3.68457281404,530.351022301 
4.18970889237,505.136078329 
4.72009110317,530.382210798 
5.25198059504,531.889491875 
5.78339277429,531.412179252 
6.29045160377,507.058829477 
6.78915579808,498.704194307 
7.31747651694,528.320718861 
7.85696981905,539.493302114 
8.3892117403,532.241921247 
8.92844006935,539.228329047 
9.46371708718,535.27701783 
10.0019868277,538.269740517 
10.5044205228,502.433695088 
